-1.999228382843464935e+00,-3.274053828147200917e+00,-1.744977584906293455e-01,-6.597453663383434197e+00
-1.999104921660793011e+00,-3.274986839142048911e+00,-1.747909104952680981e-01,-6.597046241480616580e+00
-1.998082705061356545e+00,-3.282704176656436879e+00,-1.772176983112663251e-01,-6.593672926702476289e+00
-1.998066980733511411e+00,-3.282822782141416873e+00,-1.772550228084375512e-01,-6.593621036420587167e+00
-1.997878949557906125e+00,-3.284240812411898247e+00,-1.777013347536628707e-01,-6.593000533541089503e+00
-1.996589587331223381e+00,-3.293951967929771740e+00,-1.807610924745911563e-01,-6.588745638193036491e+00
-1.996579581369611667e+00,-3.294027244774614616e+00,-1.807848327325219384e-01,-6.588712618519718234e+00
-1.996497101526991447e+00,-3.294647706822958710e+00,-1.809805225829705377e-01,-6.588440435039071730e+00
-1.996288336010791031e+00,-3.296217763549615487e+00,-1.814758130094830391e-01,-6.587751508835610004e+00
-1.996089385087258528e+00,-3.297713473210432955e+00,-1.819477891459490015e-01,-6.587094970787952697e+00
-1.995879585759587460e+00,-3.299290175390160229e+00,-1.824454700090619996e-01,-6.586402633006637863e+00
-1.995561481275442084e+00,-3.301679713733394195e+00,-1.832000084261791173e-01,-6.585352888208958255e+00
-1.994303124572590846e+00,-3.311119133132927050e+00,-1.861840792925059940e-01,-6.581200311089549615e+00
-1.993468984155843060e+00,-3.317364787415161054e+00,-1.881615136089388740e-01,-6.578447647714281921e+00
-1.992917420199221912e+00,-3.321489571120628703e+00,-1.894687777558073938e-01,-6.576627486657431909e+00
-1.992851739666883226e+00,-3.321980483366258508e+00,-1.896244321415140321e-01,-6.576410740900714202e+00
-1.992847454204973889e+00,-3.322012511957048275e+00,-1.896345880195255962e-01,-6.576396598876413258e+00
-1.992737933338374567e+00,-3.322830963777818614e+00,-1.898941307052382788e-01,-6.576035180016635451e+00
-1.991711737789406911e+00,-3.330491994839205105e+00,-1.923255658734880358e-01,-6.572648734705042628e+00
-1.991663913495900662e+00,-3.330848683733560023e+00,-1.924388595589163753e-01,-6.572490914536471607e+00
-1.991463680662717728e+00,-3.332341753399496120e+00,-1.929131833626608616e-01,-6.571830146186968591e+00
-1.991343100646221220e+00,-3.333240620694694734e+00,-1.931988057735229691e-01,-6.571432232132529805e+00
-1.991215678488584384e+00,-3.334190282264796856e+00,-1.935006232100319190e-01,-6.571011739012328157e+00
-1.991078349516147927e+00,-3.335213535648682281e+00,-1.938258922700623610e-01,-6.570558553403287760e+00
-1.990183631363429129e+00,-3.341874016815158388e+00,-1.959447082651910588e-01,-6.567605983499316125e+00
-1.989823999840091506e+00,-3.344548180092559608e+00,-1.967961889151385868e-01,-6.566419199472301571e+00
-1.989139896752922798e+00,-3.349630285424801457e+00,-1.984156224281874714e-01,-6.564161659284645012e+00
-1.988868807273806549e+00,-3.351642436729404650e+00,-1.990572526373510509e-01,-6.563267064003561302e+00
-1.988692568862728827e+00,-3.352950031178730139e+00,-1.994743524958302316e-01,-6.562685477247004684e+00
-1.988045050395417235e+00,-3.357750692624507760e+00,-2.010066080710390946e-01,-6.560548666304876875e+00
-1.987935916147205440e+00,-3.358559252795260797e+00,-2.012648248146420571e-01,-6.560188523285777507e+00
-1.987670281309795506e+00,-3.360526634863347795e+00,-2.018932891863767509e-01,-6.559311928322324903e+00
-1.987053465434684973e+00,-3.365091324014608087e+00,-2.033523912476797868e-01,-6.557276435934459968e+00
-1.986917563211561877e+00,-3.366096367688494517e+00,-2.036738317416025845e-01,-6.556827958598153927e+00
-1.986376906739659720e+00,-3.370092244948097004e+00,-2.049524613176983145e-01,-6.555043792240876854e+00
-1.986258887679046126e+00,-3.370963974987175149e+00,-2.052315395671095721e-01,-6.554654329340851682e+00
-1.984175183856450531e+00,-3.386323965285612303e+00,-2.101569515575687774e-01,-6.547778106726286573e+00
-1.983291513814641416e+00,-3.392820181601737151e+00,-2.122446536453132804e-01,-6.544861995588316717e+00
-1.983005172188849308e+00,-3.394922922480423377e+00,-2.129210040818087790e-01,-6.543917068223202627e+00
-1.982987302867121215e+00,-3.395054108389472081e+00,-2.129632098258193162e-01,-6.543858099461499656e+00
-1.982845408084254135e+00,-3.396095661364915586e+00,-2.132983429861448621e-01,-6.543389846678038246e+00
-1.982675500340470354e+00,-3.397342478568875279e+00,-2.136996157519248096e-01,-6.542829151123552123e+00
-1.981233610419213864e+00,-3.407907551339738106e+00,-2.171039432140575154e-01,-6.538070914383405707e+00
-1.980660559700582191e+00,-3.412098566122276466e+00,-2.184564262538643553e-01,-6.536179847011920785e+00
-1.980443943320549405e+00,-3.413681626160021576e+00,-2.189675977750532576e-01,-6.535465012957812903e+00
-1.980073342626051502e+00,-3.416388537184822383e+00,-2.198420462573569822e-01,-6.534242030665969203e+00
-1.979923059841109723e+00,-3.417485685522354100e+00,-2.201966106435914450e-01,-6.533746097475662040e+00
