-1.980216191679406545e+00,1.883811331388158816e+00,2.924071933386791056e+00,-4.554497240862634300e+00
-1.966673416113974504e+00,1.854972001872902121e+00,2.948899797724037875e+00,-4.523348857062140738e+00
-1.857312503598142150e+00,1.515095859990618132e+00,2.969272700705124279e+00,-4.271818758275726324e+00
-1.830067866957322487e+00,1.403448250332220093e+00,2.924394565034964089e+00,-4.209156094001841097e+00
-1.803968527365675367e+00,1.287695777159987509e+00,2.863086383246970179e+00,-4.149127612941052590e+00
-1.738261305845167914e+00,9.630518334995682439e-01,2.632170164261919965e+00,-3.998001003443885981e+00
-1.704851719128372078e+00,7.828252165031699406e-01,2.474938925186768390e+00,-3.921158953995255381e+00
-1.703509751041965004e+00,7.754094952807085717e-01,2.468093017165665426e+00,-3.918072427396519064e+00
-1.692703257573785702e+00,7.152450218843136032e-01,2.411516408777344633e+00,-3.893217492419706716e+00
-1.610905718622017258e+00,2.400760325771819359e-01,1.905740715795635642e+00,-3.705083152830639381e+00
-1.599643180433405032e+00,1.728651608788192851e-01,1.826384465508702259e+00,-3.679179314996831263e+00
-1.540492061652006583e+00,-1.815752254608684335e-01,1.377580756456819655e+00,-3.543131741799614876e+00
-1.518048198689259998e+00,-3.151695405579397202e-01,1.195155558412904773e+00,-3.491510856985297728e+00
-1.514275843527035814e+00,-3.375002088372633380e-01,1.163939032978783761e+00,-3.482834440112182239e+00
-1.430720372761920434e+00,-8.159370016690488114e-01,4.417047534858633551e-01,-3.290656857352416864e+00
-1.381359153379476901e+00,-1.076419494845305636e+00,-9.345607236628987805e-04,-3.177126052772796694e+00
-1.309838419717442193e+00,-1.410638959564199491e+00,-6.396721656749579932e-01,-3.012628365350116688e+00
-1.298646574298071510e+00,-1.457437667840371542e+00,-7.377033860929090858e-01,-2.986887120885564073e+00
-1.286199011142254101e+00,-1.507555237906167189e+00,-8.457520925224647490e-01,-2.958257725627184254e+00
-1.211736010127781427e+00,-1.761251211888973378e+00,-1.462386785489718566e+00,-2.786992823293897192e+00
-1.179037567769404493e+00,-1.845592640337811119e+00,-1.711898531431159221e+00,-2.711786405869629935e+00
-1.177550200261601621e+00,-1.849012646123510795e+00,-1.722874359552140966e+00,-2.708365460601683594e+00
-1.165190514132182553e+00,-1.876001856686585256e+00,-1.812733693004235480e+00,-2.679938182504019828e+00
